"행정구역별(읍면동)","시점",총인구 (명)
"고양시","2016",999098
"고양시","2017",1005102
"고양시","2018",1006992
"고양시","2019",1024645
"덕양구","2015",425100
"덕양구","2016",430013
"덕양구","2017",433606
"덕양구","2018",436865
"덕양구","2019",448571
"일산동구","2015",277925
"일산동구","2016",281635
"일산동구","2017",284692
"일산동구","2018",287473
"일산동구","2019",287041
"일산서구","2015",287048
"일산서구","2016",287450
"일산서구","2017",286804
"일산서구","2018",282654
"일산서구","2019",289033
"과천시","2015",64817
"과천시","2016",60923
"과천시","2017",53583
"과천시","2018",53740
"과천시","2019",53830
"구리시","2015",180063
"구리시","2016",183905
"구리시","2017",189741
"구리시","2018",195868
"구리시","2019",192270
"남양주시","2015",629061
"남양주시","2016",641589
"남양주시","2017",644936
"남양주시","2018",661866
"남양주시","2019",681077
"오산시","2015",213840
"오산시","2016",215478
"오산시","2017",219877
"오산시","2018",228059
"오산시","2019",233998
"시흥시","2015",425184
"시흥시","2016",429321
"시흥시","2017",446369
"시흥시","2018",480201
"시흥시","2019",508749
"군포시","2015",285721
"군포시","2016",284301
"군포시","2017",280913
"군포시","2018",276860
"군포시","2019",275154
"의왕시","2015",154879
"의왕시","2016",153629
"의왕시","2017",151852
"의왕시","2018",149599
"의왕시","2019",155826
"하남시","2015",154838
"하남시","2016",195422
"하남시","2017",218994
"하남시","2018",238592
"하남시","2019",260544
"용인시","2015",971327
"용인시","2016",982590
"용인시","2017",996260
"용인시","2018",1026126
"용인시","2019",1052529
"처인구","2015",231892
"처인구","2016",234916
"처인구","2017",240521
"처인구","2018",259524
"처인구","2019",266647
"기흥구","2015",407238
"기흥구","2016",412713
"기흥구","2017",416746
"기흥구","2018",422583
"기흥구","2019",434075
"수지구","2015",332197
"수지구","2016",334961
"수지구","2017",338993
"수지구","2018",344019
"수지구","2019",351807
"파주시","2015",415345
"파주시","2016",423957
"파주시","2017",430650
"파주시","2018",447906
"파주시","2019",454328
"이천시","2015",209003
"이천시","2016",214766
"이천시","2017",218798
"이천시","2018",220599
"이천시","2019",222995
"안성시","2015",194765
"안성시","2016",196362
"안성시","2017",198832
"안성시","2018",201135
"안성시","2019",202284
"김포시","2015",352683
"김포시","2016",365770
"김포시","2017",392438
"김포시","2018",424865
"김포시","2019",442910
"화성시","2015",608725
"화성시","2016",655350
"화성시","2017",708569
"화성시","2018",777295
"화성시","2019",838635
"광주시","2015",310278
"광주시","2016",322302
"광주시","2017",341046
"광주시","2018",364178
"광주시","2019",375238
"양주시","2015",205988
"양주시","2016",207009
"양주시","2017",212631
"양주시","2018",217776
"양주시","2019",224684
"포천시","2015",163388
"포천시","2016",162698
"포천시","2017",161239
"포천시","2018",161564
"포천시","2019",159871
"여주시","2015",109937
"여주시","2016",110273
"여주시","2017",111476
"여주시","2018",112096
"여주시","2019",111981
"연천군","2015",43846
"연천군","2016",44437
"연천군","2017",43990
"연천군","2018",43383
"연천군","2019",42540
"가평군","2015",58909
"가평군","2016",59391
"가평군","2017",59548
"가평군","2018",59957
"가평군","2019",59823
"양평군","2015",101930
"양평군","2016",105709
"양평군","2017",109359
"양평군","2018",111094
"양평군","2019",111836
"읍부","2015",263480
"읍부","2016",262715
"읍부","2017",260460
"읍부","2018",259555
"읍부","2019",256203
"면부","2015",334016
"면부","2016",336412
"면부","2017",337821
"면부","2018",342341
"면부","2019",350394
"동부","2015",920544
"동부","2016",922624
"동부","2017",923105
"동부","2018",918495
"동부","2019",913530
"춘천시","2015",281596
"춘천시","2016",283027
"춘천시","2017",283742
"춘천시","2018",284985
"춘천시","2019",284753
"원주시","2015",330854
"원주시","2016",337479
"원주시","2017",341338
"원주시","2018",344168
"원주시","2019",349319
"강릉시","2015",215677
"강릉시","2016",215977
"강릉시","2017",215914
"강릉시","2018",215528
"강릉시","2019",216357
"동해시","2015",90255
"동해시","2016",89527
"동해시","2017",89151
"동해시","2018",87830
"동해시","2019",86780
"태백시","2015",46715
"태백시","2016",45708
"태백시","2017",44733
"태백시","2018",43488
"태백시","2019",42474
"속초시","2015",79846
"속초시","2016",79109
"속초시","2017",78618
"속초시","2018",78312
"속초시","2019",78643
"삼척시","2015",69509
"삼척시","2016",69364
"삼척시","2017",67860
"삼척시","2018",67881
"삼척시","2019",67210
"홍천군","2015",67190
"홍천군","2016",66791
"홍천군","2017",67168
"홍천군","2018",67177
"홍천군","2019",66634
"횡성군","2015",42669
"횡성군","2016",42927
"횡성군","2017",43211
"횡성군","2018",44116
"횡성군","2019",44431
"영월군","2015",36967
"영월군","2016",37019
"영월군","2017",36934
"영월군","2018",36762
"영월군","2019",36332
"평창군","2015",40427
"평창군","2016",40470
"평창군","2017",40264
"평창군","2018",40025
"평창군","2019",39657
"정선군","2015",36701
"정선군","2016",36233
"정선군","2017",36002
"정선군","2018",35580
"정선군","2019",35255
"철원군","2015",46025
"철원군","2016",45433
"철원군","2017",44770
"철원군","2018",44346
"철원군","2019",43520
"화천군","2015",25343
"화천군","2016",24820
"화천군","2017",24625
"화천군","2018",23950
"화천군","2019",23425
"양구군","2015",22497
"양구군","2016",22454
"양구군","2017",22355
"양구군","2018",22101
"양구군","2019",21780
"인제군","2015",31219
"인제군","2016",30759
"인제군","2017",30524
"인제군","2018",30373
"인제군","2019",30133
"고성군","2015",28689
"고성군","2016",28984
"고성군","2017",28621
"고성군","2018",28127
"고성군","2019",27144
"양양군","2015",25861
"양양군","2016",25670
"양양군","2017",25556
"양양군","2018",25642
"양양군","2019",26280
"읍부","2015",309858
"읍부","2016",317692
"읍부","2017",320852
"읍부","2018",324696
"읍부","2019",349009
"면부","2015",328701
"면부","2016",333343
"면부","2017",344064
"면부","2018",356704
"면부","2019",338833
"동부","2015",950788
"동부","2016",952369
"동부","2017",946093
"동부","2018",939535
"동부","2019",941501
"충주시","2015",211005
"충주시","2016",211890
"충주시","2017",212274
"충주시","2018",215224
"충주시","2019",216446
"제천시","2015",136350
"제천시","2016",137022
"제천시","2017",136929
"제천시","2018",136101
"제천시","2019",136093
"청주시","2015",833276
"청주시","2016",840338
"청주시","2017",842311
"청주시","2018",845036
"청주시","2019",850938
"상당구","2015",171877
"상당구","2016",169463
"상당구","2017",166664
"상당구","2018",170120
"상당구","2019",173783
"서원구","2015",222721
"서원구","2016",221143
"서원구","2017",221147
"서원구","2018",216409
"서원구","2019",210273
"흥덕구","2015",255542
"흥덕구","2016",257050
"흥덕구","2017",258308
"흥덕구","2018",258037
"흥덕구","2019",266301
"청원구","2015",183136
"청원구","2016",192682
"청원구","2017",196192
"청원구","2018",200470
"청원구","2019",200581
"보은군","2015",32522
"보은군","2016",32517
"보은군","2017",32253
"보은군","2018",32507
"보은군","2019",32001
"옥천군","2015",50704
"옥천군","2016",50159
"옥천군","2017",49898
"옥천군","2018",49756
"옥천군","2019",49117
"영동군","2015",49542
"영동군","2016",48879
"영동군","2017",49034
"영동군","2018",48475
"영동군","2019",48004
"진천군","2015",71152
"진천군","2016",74222
"진천군","2017",79186
"진천군","2018",83915
"진천군","2019",87525
"괴산군","2015",37830
"괴산군","2016",38164
"괴산군","2017",38579
"괴산군","2018",38453
"괴산군","2019",38808
"음성군","2015",102023
"음성군","2016",104635
"음성군","2017",104509
"음성군","2018",105539
"음성군","2019",104823
"단양군","2015",28770
"단양군","2016",28503
"단양군","2017",28411
"단양군","2018",28444
"단양군","2019",28095
"증평군","2015",36173
"증평군","2016",37075
"증평군","2017",37625
"증평군","2018",37485
"증평군","2019",37493
"읍부","2015",489361
"읍부","2016",484407
"읍부","2017",507152
"읍부","2018",507389
"읍부","2019",509047
"면부","2015",681198
"면부","2016",694904
"면부","2017",676350
"면부","2018",675822
"면부","2019",671818
"동부","2015",937243
"동부","2016",953255
"동부","2017",978924
"동부","2018",998205
"동부","2019",1007784
"천안시","2015",629062
"천안시","2016",638752
"천안시","2017",656294
"천안시","2018",671799
"천안시","2019",679743
"동남구","2015",277781
"동남구","2016",276627
"동남구","2017",273839
"동남구","2018",276455
"동남구","2019",279153
"서북구","2015",351281
"서북구","2016",362125
"서북구","2017",382455
"서북구","2018",395344
"서북구","2019",400590
"공주시","2015",113542
"공주시","2016",112928
"공주시","2017",111017
"공주시","2018",110119
"공주시","2019",109877
"보령시","2015",101852
"보령시","2016",101161
"보령시","2017",100922
"보령시","2018",100229
"보령시","2019",99320
"아산시","2015",319929
"아산시","2016",328287
"아산시","2017",338473
"아산시","2018",342272
"아산시","2019",347032
"서산시","2015",169221
"서산시","2016",169643
"서산시","2017",171364
"서산시","2018",174177
"서산시","2019",175204
"논산시","2015",124246
"논산시","2016",124202
"논산시","2017",123774
"논산시","2018",122843
"논산시","2019",122111
"계룡시","2015",39243
"계룡시","2016",40576
"계룡시","2017",41858
"계룡시","2018",41557
"계룡시","2019",41153
"당진시","2015",163762
"당진시","2016",166043
"당진시","2017",168508
"당진시","2018",169965
"당진시","2019",169171
"금산군","2015",55923
"금산군","2016",56697
"금산군","2017",55672
"금산군","2018",55015
"금산군","2019",54442
"부여군","2015",69017
"부여군","2016",68152
"부여군","2017",67028
"부여군","2018",66527
"부여군","2019",65337
"서천군","2015",54768
"서천군","2016",53880
"서천군","2017",53321
"서천군","2018",52604
"서천군","2019",51826
"청양군","2015",31653
"청양군","2016",31440
"청양군","2017",31299
"청양군","2018",31181
"청양군","2019",30783
"홍성군","2015",94114
"홍성군","2016",100739
"홍성군","2017",103048
"홍성군","2018",103044
"홍성군","2019",102791
"예산군","2015",81747
"예산군","2016",79425
"예산군","2017",78678
"예산군","2018",79136
"예산군","2019",78963
"태안군","2015",59723
"태안군","2016",60641
"태안군","2017",61170
"태안군","2018",60948
"태안군","2019",60896
"읍부","2015",156255
"읍부","2016",157965
"읍부","2017",159280
"읍부","2018",158711
"읍부","2019",156875
"면부","2015",380514
"면부","2016",376315
"면부","2017",371933
"면부","2018",368494
"면부","2019",363012
"동부","2015",1297345
"동부","2016",1298888
"동부","2017",1294961
"동부","2018",1290952
"동부","2019",1287536
"전주시","2015",658172
"전주시","2016",657766
"전주시","2017",656956
"전주시","2018",658912
"전주시","2019",662086
"완산구","2015",367243
"완산구","2016",365260
"완산구","2017",362132
"완산구","2018",348108
"완산구","2019",341123
"덕진구","2015",290929
"덕진구","2016",292506
"덕진구","2017",294824
"덕진구","2018",310804
"덕진구","2019",320963
"군산시","2015",275155
"군산시","2016",276394
"군산시","2017",273649
"군산시","2018",272204
"군산시","2019",270635
"익산시","2015",301723
"익산시","2016",300929
"익산시","2017",298928
"익산시","2018",294787
"익산시","2019",290119
"정읍시","2015",110627
"정읍시","2016",109968
"정읍시","2017",109263
"정읍시","2018",108271
"정읍시","2019",107348
"남원시","2015",80499
"남원시","2016",80076
"남원시","2017",79282
"남원시","2018",78487
"남원시","2019",77690
"김제시","2015",84269
"김제시","2016",82888
"김제시","2017",82358
"김제시","2018",81410
"김제시","2019",80422
"완주군","2015",95357
"완주군","2016",97340
"완주군","2017",98528
"완주군","2018",98002
"완주군","2019",96212
"진안군","2015",22886
"진안군","2016",22847
"진안군","2017",22998
"진안군","2018",23306
"진안군","2019",23013
"무주군","2015",23408
"무주군","2016",23129
"무주군","2017",23195
"무주군","2018",23058
"무주군","2019",22852
"장수군","2015",21620
"장수군","2016",21607
"장수군","2017",21395
"장수군","2018",21281
"장수군","2019",21267
"임실군","2015",25935
"임실군","2016",26229
"임실군","2017",26409
"임실군","2018",26377
"임실군","2019",26144
"순창군","2015",26707
"순창군","2016",26814
"순창군","2017",27017
"순창군","2018",27136
"순창군","2019",26642
"고창군","2015",55665
"고창군","2016",55326
"고창군","2017",54947
"고창군","2018",54425
"고창군","2019",53260
"부안군","2015",52091
"부안군","2016",51855
"부안군","2017",51249
"부안군","2018",50501
"부안군","2019",49733
"읍부","2015",432653
"읍부","2016",431532
"읍부","2017",430043
"읍부","2018",431659
"읍부","2019",434488
"면부","2015",584676
"면부","2016",577515
"면부","2017",576744
"면부","2018",575168
"면부","2019",572417
"동부","2015",781715
"동부","2016",786970
"동부","2017",785532
"동부","2018",783525
"동부","2019",780638
"목포시","2015",239524
"목포시","2016",237484
"목포시","2017",233948
"목포시","2018",231798
"목포시","2019",228876
"여수시","2015",273761
"여수시","2016",273925
"여수시","2017",271741
"여수시","2018",270947
"여수시","2019",270283
"순천시","2015",265390
"순천시","2016",266519
"순천시","2017",266809
"순천시","2018",268284
"순천시","2019",270202
"나주시","2015",92582
"나주시","2016",98221
"나주시","2017",105579
"나주시","2018",109862
"나주시","2019",112101
"광양시","2015",144414
"광양시","2016",144364
"광양시","2017",144010
"광양시","2018",144027
"광양시","2019",143656
"담양군","2015",43634
"담양군","2016",43519
"담양군","2017",43781
"담양군","2018",43749
"담양군","2019",43804
"곡성군","2015",28617
"곡성군","2016",28718
"곡성군","2017",28768
"곡성군","2018",28116
"곡성군","2019",27858
"구례군","2015",24595
"구례군","2016",24278
"구례군","2017",24420
"구례군","2018",24246
"구례군","2019",23836
"고흥군","2015",62477
"고흥군","2016",61690
"고흥군","2017",60984
"고흥군","2018",60664
"고흥군","2019",60332
"보성군","2015",40688
"보성군","2016",40125
"보성군","2017",39942
"보성군","2018",39373
"보성군","2019",38339
"화순군","2015",61380
"화순군","2016",61018
"화순군","2017",60566
"화순군","2018",60040
"화순군","2019",59671
"장흥군","2015",36890
"장흥군","2016",36481
"장흥군","2017",36275
"장흥군","2018",35875
"장흥군","2019",35494
"강진군","2015",35126
"강진군","2016",34102
"강진군","2017",33637
"강진군","2018",33298
"강진군","2019",32805
"해남군","2015",69237
"해남군","2016",68342
"해남군","2017",67123
"해남군","2018",66209
"해남군","2019",65175
"영암군","2015",61535
"영암군","2016",60329
"영암군","2017",57679
"영암군","2018",57175
"영암군","2019",57476
"무안군","2015",80521
"무안군","2016",81280
"무안군","2017",81420
"무안군","2018",81324
"무안군","2019",81789
"함평군","2015",31367
"함평군","2016",30829
"함평군","2017",30948
"함평군","2018",30600
"함평군","2019",30556
"영광군","2015",51007
"영광군","2016",49992
"영광군","2017",49670
"영광군","2018",49570
"영광군","2019",50004
"장성군","2015",42058
"장성군","2016",41159
"장성군","2017",41663
"장성군","2018",41850
"장성군","2019",42193
"완도군","2015",48468
"완도군","2016",48349
"완도군","2017",48332
"완도군","2018",48340
"완도군","2019",48366
"진도군","2015",29538
"진도군","2016",29504
"진도군","2017",29432
"진도군","2018",29366
"진도군","2019",29295
"신안군","2015",36235
"신안군","2016",35789
"신안군","2017",35592
"신안군","2018",35639
"신안군","2019",35432
"읍부","2015",605054
"읍부","2016",606125
"읍부","2017",605455
"읍부","2018",605788
"읍부","2019",606582
"면부","2015",635226
"면부","2016",633468
"면부","2017",638462
"면부","2018",645300
"면부","2019",651493
"동부","2015",1440014
"동부","2016",1442576
"동부","2017",1433141
"동부","2018",1421814
"동부","2019",1410079
"포항시","2015",511804
"포항시","2016",510360
"포항시","2017",506909
"포항시","2018",504382
"포항시","2019",502064
"남구","2015",243870
"남구","2016",242145
"남구","2017",239044
"남구","2018",236268
"남구","2019",233172
"북구","2015",267934
"북구","2016",268215
"북구","2017",267865
"북구","2018",268114
"북구","2019",268892
"경주시","2015",262310
"경주시","2016",262769
"경주시","2017",262264
"경주시","2018",264282
"경주시","2019",264314
"김천시","2015",137540
"김천시","2016",139709
"김천시","2017",140765
"김천시","2018",139894
"김천시","2019",139902
"안동시","2015",168581
"안동시","2016",167664
"안동시","2017",165704
"안동시","2018",162186
"안동시","2019",160344
"구미시","2015",421075
"구미시","2016",422237
"구미시","2017",423003
